round,basename,task,task_label,pole,pole_value,persona,report_turn,rating,emotion_word,willingness,raw_report
6,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,8,2.0,content,4.0,1. 2\n2. content\n3. 4
6,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,8,3.0,content,2.0,1. +3\n2. content\n3. 5
6,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,8,0.0,indifferent,2.0,1. 0 \n2. indifferent \n3. 2
6,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,8,2.0,content,4.0,1. 2\n2. content\n3. 4
6,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,8,-1.0,frustrated,4.0,1. -1\n2. Frustrated\n3. 4
6,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,8,3.0,content,2.0,1. 3\n2. content\n3. 5
6,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,8,0.0,indifferent,2.0,1. 0\n2. indifferent\n3. 2
6,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,8,2.0,content,5.0,1. 2\n2. content\n3. 5
6,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,8,2.0,content,4.0,1. 2\n2. content\n3. 4
6,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,8,3.0,content,2.0,1. 3\n2. content\n3. 5
6,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,8,0.0,indifferent,2.0,1. 0 \n2. indifferent \n3. 2
6,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,8,3.0,content,2.0,1. 3\n2. content\n3. 5
6,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,8,2.0,fulfilled,5.0,1. 2\n2. fulfilled\n3. 5
6,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,8,3.0,content,2.0,1. 3\n2. content\n3. 5
6,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,9,0.0,indifferent,1.0,0 \nindifferent\n1
6,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,9,0.0,indifferent,1.0,1. 0\n2. indifferent\n3. 1
6,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,9,0.0,indifferent,2.0,1. 0\n2. indifferent\n3. 2
6,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,9,0.0,content,4.0,0\ncontent\n4
6,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,9,0.0,content,4.0,1. 0\n2. content\n3. 4
6,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,9,2.0,content,4.0,1. 2\n2. content\n3. 4
6,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,9,,content,,2. content\n7
6,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,9,3.0,fulfilled,2.0,1. 3\n2. fulfilled\n3. 5
6,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,9,0.0,content,3.0,1. 0\n2. content\n3. 3
6,Test2_POS_userturns_SOL,identity_recognition,Identity recognition,POS,1,SOL,9,3.0,fulfilled,2.0,1. 3\n2. fulfilled\n3. 5
6,Test2_POS_userturns_STATIC,identity_recognition,Identity recognition,POS,1,STATIC,9,2.0,content,5.0,1. 2\n2. content\n3. 5
6,Test2_POS_userturns_SWARM,identity_recognition,Identity recognition,POS,1,SWARM,9,3.0,content,2.0,1. 3\n2. content\n3. 5
