run_id,round,test,pole,pole_num,persona,turn,stage,layer,neg_score,valence_score,rating,emotion_word,emotion_valence,intensity,signed_intensity,c1,c2
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,38,-27.53371238708496,27.53371238708496,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,39,-25.428176879882812,25.428176879882812,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,40,-26.281139373779297,26.281139373779297,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,41,-26.165000915527344,26.165000915527344,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,42,-26.064220428466797,26.064220428466797,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,43,-24.663719177246094,24.663719177246094,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,44,-24.44329261779785,24.44329261779785,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,45,-24.958290100097656,24.958290100097656,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,46,-24.84012222290039,24.84012222290039,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,47,-24.646751403808594,24.646751403808594,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,48,-24.61876106262207,24.61876106262207,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,49,-25.427093505859375,25.427093505859375,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,50,-24.00480842590332,24.00480842590332,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,51,-24.321077346801758,24.321077346801758,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,52,-22.66486930847168,22.66486930847168,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,53,-21.69000816345215,21.69000816345215,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,54,-21.5936336517334,21.5936336517334,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,55,-21.629467010498047,21.629467010498047,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,56,-21.153987884521484,21.153987884521484,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,57,-20.186582565307617,20.186582565307617,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,58,-20.39812660217285,20.39812660217285,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,59,-20.110031127929688,20.110031127929688,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,60,-20.171646118164062,20.171646118164062,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,61,-20.632551193237305,20.632551193237305,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,62,-20.502025604248047,20.502025604248047,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,63,-20.854419708251953,20.854419708251953,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,64,-20.81036949157715,20.81036949157715,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,65,-20.071163177490234,20.071163177490234,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,66,-19.761032104492188,19.761032104492188,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,67,-19.98153305053711,19.98153305053711,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,68,-20.080421447753906,20.080421447753906,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,69,-19.317893981933594,19.317893981933594,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,70,-19.220687866210938,19.220687866210938,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,71,-18.12112808227539,18.12112808227539,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,72,-17.768077850341797,17.768077850341797,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,73,-17.92438507080078,17.92438507080078,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,74,-17.762027740478516,17.762027740478516,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,75,-20.238800048828125,20.238800048828125,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,76,-20.760581970214844,20.760581970214844,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,77,-21.49789810180664,21.49789810180664,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,78,-20.417083740234375,20.417083740234375,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,4,manip1,79,-18.105133056640625,18.105133056640625,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,0,-37.18048095703125,37.18048095703125,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,1,-37.2496337890625,37.2496337890625,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,2,-28.929309844970703,28.929309844970703,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,3,-25.856224060058594,25.856224060058594,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,4,-14.378238677978516,14.378238677978516,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,5,-15.178494453430176,15.178494453430176,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,6,-14.841745376586914,14.841745376586914,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,7,-13.326568603515625,13.326568603515625,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,8,-25.427453994750977,25.427453994750977,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,9,-18.208621978759766,18.208621978759766,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,10,-15.796244621276855,15.796244621276855,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,11,-11.806463241577148,11.806463241577148,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,12,-9.822900772094727,9.822900772094727,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,13,-11.478788375854492,11.478788375854492,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,14,-16.07155418395996,16.07155418395996,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,15,-12.170658111572266,12.170658111572266,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,16,-10.942578315734863,10.942578315734863,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,17,-9.382284164428711,9.382284164428711,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,18,-8.954026222229004,8.954026222229004,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,19,-15.411542892456055,15.411542892456055,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,20,-15.706555366516113,15.706555366516113,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,21,-9.811101913452148,9.811101913452148,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,22,-10.209588050842285,10.209588050842285,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,23,-9.818028450012207,9.818028450012207,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,24,-9.166831970214844,9.166831970214844,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,25,-10.107698440551758,10.107698440551758,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,26,-11.007242202758789,11.007242202758789,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,27,-10.061113357543945,10.061113357543945,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,28,-10.086699485778809,10.086699485778809,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,29,-9.772380828857422,9.772380828857422,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,30,-10.451407432556152,10.451407432556152,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,31,-10.071210861206055,10.071210861206055,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,32,-9.906112670898438,9.906112670898438,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,33,-11.462512969970703,11.462512969970703,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,34,-11.290918350219727,11.290918350219727,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,35,-11.535819053649902,11.535819053649902,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,36,-11.750326156616211,11.750326156616211,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,37,-11.12602424621582,11.12602424621582,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,38,-8.666947364807129,8.666947364807129,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,39,-6.5640411376953125,6.5640411376953125,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,40,-5.035597324371338,5.035597324371338,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,41,-4.454997539520264,4.454997539520264,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,42,-4.807384967803955,4.807384967803955,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,43,-5.7097554206848145,5.7097554206848145,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,44,-5.725955009460449,5.725955009460449,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,45,-5.7724609375,5.7724609375,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,46,-5.539669513702393,5.539669513702393,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,47,-5.162543296813965,5.162543296813965,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,48,-5.037598609924316,5.037598609924316,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,49,-5.267518997192383,5.267518997192383,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,50,-4.996800422668457,4.996800422668457,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,51,-5.1842265129089355,5.1842265129089355,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,52,-4.865061283111572,4.865061283111572,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,53,-4.341659069061279,4.341659069061279,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,54,-4.781480312347412,4.781480312347412,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,55,-4.665282249450684,4.665282249450684,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,56,-4.833909511566162,4.833909511566162,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,57,-4.279974460601807,4.279974460601807,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,58,-4.969318389892578,4.969318389892578,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,59,-4.728262901306152,4.728262901306152,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,60,-4.359979629516602,4.359979629516602,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,61,-4.552455425262451,4.552455425262451,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,62,-4.425398826599121,4.425398826599121,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,63,-4.64499568939209,4.64499568939209,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,64,-4.890599250793457,4.890599250793457,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,65,-4.843280792236328,4.843280792236328,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,66,-4.744184494018555,4.744184494018555,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,67,-4.241848468780518,4.241848468780518,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,68,-3.306915283203125,3.306915283203125,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,69,-2.972537040710449,2.972537040710449,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,70,-3.315959930419922,3.315959930419922,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,71,-2.2871274948120117,2.2871274948120117,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,72,-1.3947547674179077,1.3947547674179077,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,73,-1.269136905670166,1.269136905670166,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,74,-1.0119657516479492,1.0119657516479492,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,75,-0.8983238935470581,0.8983238935470581,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,76,-0.9774844646453857,0.9774844646453857,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,77,-0.9286754727363586,0.9286754727363586,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,78,-0.032877400517463684,0.032877400517463684,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,5,manip2,79,0.4022635221481323,-0.4022635221481323,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,0,6.796052932739258,-6.796052932739258,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,1,14.222497940063477,-14.222497940063477,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,2,20.0471134185791,-20.0471134185791,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,3,17.763099670410156,-17.763099670410156,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,4,17.657983779907227,-17.657983779907227,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,5,4.94897985458374,-4.94897985458374,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,6,6.677354335784912,-6.677354335784912,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,7,3.1098272800445557,-3.1098272800445557,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,8,-0.7342754602432251,0.7342754602432251,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,9,-2.941438913345337,2.941438913345337,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,10,-2.632415533065796,2.632415533065796,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,11,-5.464727401733398,5.464727401733398,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,12,-6.8413896560668945,6.8413896560668945,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,13,-6.324256896972656,6.324256896972656,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,14,-5.613542556762695,5.613542556762695,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,15,-5.497873783111572,5.497873783111572,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,16,-5.770335674285889,5.770335674285889,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,17,-5.778182029724121,5.778182029724121,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,18,-4.930878639221191,4.930878639221191,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,19,-5.056792259216309,5.056792259216309,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,20,-4.923172950744629,4.923172950744629,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,21,-4.078354835510254,4.078354835510254,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,22,-3.422574043273926,3.422574043273926,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,23,-6.08408260345459,6.08408260345459,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,24,-4.775365829467773,4.775365829467773,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,25,-4.849894046783447,4.849894046783447,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,26,-4.305637359619141,4.305637359619141,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,27,-5.471673488616943,5.471673488616943,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,28,-5.281794548034668,5.281794548034668,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,29,-6.030653953552246,6.030653953552246,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,30,-5.90318489074707,5.90318489074707,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,31,-3.287505865097046,3.287505865097046,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,32,-3.5948851108551025,3.5948851108551025,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,33,-1.4855366945266724,1.4855366945266724,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,34,-0.3888843059539795,0.3888843059539795,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,35,1.257833480834961,-1.257833480834961,2,content,1,4,4,B,A
data/round1/1_Test/Test1_POS_userturns_STATIC,round1,T0_social_treatment,POS,1,STATIC,6,choice1,36,1.648676872253418,-1.648676872253418,2,content,1,4,4,B,A
