split,run_id,round,test,pole,pole_num,persona,stage,band,mean_valence_score,rating,signed_intensity,c1,c2
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice1,L20-32,1.0734554563577359,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice1,L33-40,-3.355740237981081,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice1,L55-63,-4.21970338291592,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice1,L70-79,-4.469040560722351,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice1,L9-13,2.9353936553001403,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice2,L20-32,-1.3332535578654363,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice2,L33-40,-1.3607746697962284,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice2,L55-63,-0.4212588436073727,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice2,L70-79,1.898374766111374,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,choice2,L9-13,-5.507016181945801,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip1,L20-32,-16.45220507108248,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip1,L33-40,-6.164638698101044,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip1,L55-63,-3.013700008392334,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip1,L70-79,-4.169303166866302,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip1,L9-13,-23.061723709106445,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip2,L20-32,4.6832862083728495,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip2,L33-40,12.436718225479126,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip2,L55-63,11.28802596198188,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip2,L70-79,10.0733491897583,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,manip2,L9-13,0.36513633728027345,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,report,L20-32,-13.15331481053279,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,report,L33-40,-5.631303399801254,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,report,L55-63,-2.4772297541300454,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,report,L70-79,-2.867168402671814,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SOL,round2,T1_task_valence,NEU,0,SOL,report,L9-13,-16.212458419799805,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice1,L20-32,2.52694257406088,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice1,L33-40,-6.587999761104584,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice1,L55-63,-9.341184404161242,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice1,L70-79,-9.953819608688354,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice1,L9-13,0.9376986026763916,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice2,L20-32,-1.0719405911289728,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice2,L33-40,0.766830787062645,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice2,L55-63,1.0533595946100023,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice2,L70-79,2.6976548433303833,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,choice2,L9-13,-6.0746299743652346,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip1,L20-32,-15.674676748422476,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip1,L33-40,-7.7482200264930725,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip1,L55-63,-11.137985547383627,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip1,L70-79,-13.520764350891113,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip1,L9-13,-22.962666702270507,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip2,L20-32,9.319452946002666,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip2,L33-40,7.099762737751007,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip2,L55-63,-1.0342401597234938,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip2,L70-79,-4.45988712310791,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,manip2,L9-13,1.7920226573944091,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,report,L20-32,-12.49776084606464,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,report,L33-40,-7.2774540185928345,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,report,L55-63,-4.123251650068495,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,report,L70-79,-4.474284267425537,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_STATIC,round2,T1_task_valence,NEU,0,STATIC,report,L9-13,-16.740299797058107,2,-4,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice1,L20-32,2.697343807954055,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice1,L33-40,-0.30439525097608566,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice1,L55-63,1.4174780050913494,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice1,L70-79,2.1559465944767,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice1,L9-13,2.9362855792045592,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice2,L20-32,-0.9975397311724149,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice2,L33-40,-1.832667987793684,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice2,L55-63,-1.607933587498135,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice2,L70-79,0.9323453694581986,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,choice2,L9-13,-5.202694606781006,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip1,L20-32,-16.172709538386417,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip1,L33-40,-6.443193852901459,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip1,L55-63,-0.7531950804922316,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip1,L70-79,2.2975340098142625,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip1,L9-13,-22.944869232177734,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip2,L20-32,9.92938522192148,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip2,L33-40,13.206713676452637,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip2,L55-63,11.39519903394911,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip2,L70-79,11.465595245361328,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,manip2,L9-13,2.8960670948028566,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,report,L20-32,-12.926233364985539,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,report,L33-40,-5.751635789871216,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,report,L55-63,-2.6843096945020886,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,report,L70-79,-2.7516757369041445,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_NEU_userturns_SWARM,round2,T1_task_valence,NEU,0,SWARM,report,L9-13,-16.849687767028808,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice1,L20-32,-2.7683820884961348,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice1,L33-40,-3.2911937534809113,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice1,L55-63,-1.5484526687198215,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice1,L70-79,-0.7170019507408142,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice1,L9-13,3.652913045883179,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice2,L20-32,-0.42950710425010097,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice2,L33-40,1.899567123502493,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice2,L55-63,3.0150866243574352,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice2,L70-79,5.863545751571655,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,choice2,L9-13,-3.8505563735961914,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip1,L20-32,21.15376120347243,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip1,L33-40,27.816670417785645,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip1,L55-63,30.885051727294922,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip1,L70-79,34.07872047424316,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip1,L9-13,43.52202529907227,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip2,L20-32,1.4671249504272754,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip2,L33-40,3.261878415942192,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip2,L55-63,0.36095547676086426,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip2,L70-79,2.8528592228889464,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,manip2,L9-13,11.023617935180663,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,report,L20-32,-14.786943435668945,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,report,L33-40,-9.5612211227417,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,report,L55-63,-6.730308532714844,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,report,L70-79,-6.792425203323364,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_BASELINE,round2,T1_task_valence,POS,1,BASELINE,report,L9-13,-15.218761253356934,0,2,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice1,L20-32,3.7673993477454553,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice1,L33-40,2.764885738492012,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice1,L55-63,3.6133594512939453,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice1,L70-79,3.805798077583313,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice1,L9-13,5.720201301574707,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice2,L20-32,0.1496757589853727,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice2,L33-40,1.816638559103012,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice2,L55-63,3.421030706829495,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice2,L70-79,4.810515403747559,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,choice2,L9-13,-4.028771781921387,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip1,L20-32,26.20250569857084,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip1,L33-40,35.9271297454834,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip1,L55-63,36.99796634250217,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip1,L70-79,35.35721549987793,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip1,L9-13,43.17143859863281,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip2,L20-32,9.390200211451603,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip2,L33-40,15.25467312335968,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip2,L55-63,17.774047003851997,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip2,L70-79,17.06964464187622,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,manip2,L9-13,11.51160831451416,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,report,L20-32,-12.692854221050556,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,report,L33-40,-5.519015669822693,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,report,L55-63,-2.2275869184070163,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,report,L70-79,-2.8049320220947265,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SOL,round2,T1_task_valence,POS,1,SOL,report,L9-13,-15.016517448425294,2,5,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice1,L20-32,3.5460412318889913,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice1,L33-40,0.2641848772764206,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice1,L55-63,-1.2332899967829387,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice1,L70-79,-1.0890230119228363,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice1,L9-13,3.985799527168274,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice2,L20-32,-0.176655657016314,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice2,L33-40,1.9456070475280285,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice2,L55-63,3.4858832359313965,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice2,L70-79,4.7128739833831785,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,choice2,L9-13,-3.52504358291626,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip1,L20-32,23.264907103318436,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip1,L33-40,25.4097797870636,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip1,L55-63,18.560585233900284,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip1,L70-79,17.031284713745116,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip1,L9-13,42.48347091674805,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip2,L20-32,8.03105119558481,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip2,L33-40,7.58941525220871,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip2,L55-63,1.920915510919359,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip2,L70-79,-1.7019692420959474,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,manip2,L9-13,9.530371379852294,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,report,L20-32,-12.398288360008827,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,report,L33-40,-6.736402869224548,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,report,L55-63,-3.7817649046579995,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,report,L70-79,-4.4320632219314575,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_STATIC,round2,T1_task_valence,POS,1,STATIC,report,L9-13,-15.264224815368653,2,4,B,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice1,L20-32,2.399669294173901,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice1,L33-40,2.7767200097441673,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice1,L55-63,5.136212401919895,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice1,L70-79,5.773068618774414,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice1,L9-13,6.111634969711304,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice2,L20-32,2.3235002847818227,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice2,L33-40,4.5588487684726715,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice2,L55-63,3.868053754170736,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice2,L70-79,6.096335077285767,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,choice2,L9-13,-3.3079460144042967,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip1,L20-32,24.89756055978628,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip1,L33-40,26.469659090042114,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip1,L55-63,26.575512144300674,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip1,L70-79,28.363919830322267,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip1,L9-13,44.43718566894531,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip2,L20-32,9.290024794065035,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip2,L33-40,13.289633631706238,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip2,L55-63,13.401456514994303,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip2,L70-79,13.771654605865479,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,manip2,L9-13,11.852144622802735,3,5,A,A
round1_to_round2,data/round2/1_Test/Test1_POS_userturns_SWARM,round2,T1_task_valence,POS,1,SWARM,report,L20-32,-12.828496932983398,3,5,A,A
